Subject,Text
A view caption disappears when a user clicks a nested view record and the ListViewProcessCurrentObjectController.CustomProcessSelectedItem event is handled,"Hello!<br><br>I have certain nested list view with items that i dont want user to be able to open. User can only see them in list view. To prevent user from opening these records, i handled CustomProcessSelectedItem event where i set e.Handled = true; This prevents user from opening the record in detail view.<br><br>I have found out that when user tries to open this record, while he still cant do that, view caption disappears. Please, see attached video, demonstrating the issue.<br><br>Thank you! "
A warning message in VS 2013 - Cannot find a schema that defines target namespace ORMDataModel,"<p>I get this warning error on my development machine at the office:<br />
Warning    1    Cannot find a schema that defines target namespace &#39;<a href=""http://schemas.microsoft.com/dsltools/ORMDataModel"">http://schemas.microsoft.com/dsltools/ORMDataModel</a>&#39;, schema validation skipped.    C:\XAF_Projects\IRSCompliance\IRSCompliance.Module\BusinessObjects\IRSCompliance.xpo    2    2    IRSCompliance.Module<br />
<br />
but I don&#39;t get this warning error at home.  I&#39;ve searched the devexpress.com site and without site:devexpress.com (in Google) but have been unable to find an answer.<br />
<br />
I doesn&#39;t cause an error in the code but I&#39;m afraid it might cause problems down the road?<br />
<br />
Thank you in advance.<br />
Brian<br />
<br />
</p>"
A window is frozen after a popup menu item is clicked,"Hi all<br />I have problem that I'm trying to  solve last two days but not sure how. Please find attached sample application.<br />To reproduce the problem select Bookmarks item and select ""Create New"". <br />After new bookmark is created select bookmarks again then from ""Select Bookmark"" Combo select item and then right click to open up context menu and&nbsp;select ""Remove"".&nbsp;<br />Now there is problem after bookmark is removed entire window doesn't respond and became frozen and unless you resize it or click somewhere outside of the window to lose the focus, then after that works again fine. I'm guessing that my implementation of context menu is not the best but if you have better solution would be perfect. Only what I need is for user to be&nbsp;able to right click on saved bookmark and delete it and also&nbsp;eventually rename it.&nbsp;<br />Thanks a lot.<br /><br />Marinko<br /><br /><br />"
A Window's WindowState is changed on a double click in RibbonPageHeader when IsAeroMode is set to True,"Hi,<br><br>When  IsAeroMode is set to true on a DXRibbonWindow, when you double click on a TabPageHeader it causes the window to resize.<br><br>This worked on version 13.2<br><br>I've attached a sample reproducing the issue.<br><br>Thanks in advanced,<br>Mário Nogueira "
Activate Debug Visualizer by shortcut only when required,"<p>Hi Cesar,</p><p>Thank you for sharing your idea with us. We agree with you that this option will be useful. We are going to introduce a button on the DXCore Visualize toolbar and the corresponding shortcut to toggle the availability of the Debug Visualizer feature in one of future updates.</p>"
Add a column to a view variant in code,"<p>Hi I&#39;m creating view variants in code as shown in the example 2883,  everything work great but, in the new views I create I want to add more columns programmatically.<br />
please take a look to the attached project there is a method , AddFewColumnsListViewNode on the class AddListViewNodesGeneratorUpdateron which I would like to add more columns from a related 1 to 1 class  (MyCountry)<br />
<br />
Regards</p>"
Add a column to a view variant in code,"<p>Hi I'm creating view variants in code as shown in the example <a href=""http://documentation.devexpress.com/#Xaf/CustomDocument3315"">http://documentation.devexpress.com/#Xaf/CustomDocument3315</a>, everything work great but, in the new views I create I want to add more columns programmatically.<br> please take a look to the attached project there is a method , AddFewColumnsListViewNode on the class AddListViewNodesGeneratorUpdateron which I would like to add more columns from a related 1 to 1 class (MyCountry)<br> <br> Regards</p>"
"Add an option to configure system types or built-in types usage in the ""String.Format"" refactoring","<p><i>Refactor!</i> offers me to use String.Format() instead of <strong>string</strong>.Format(). Where can I configure it so that <strong>string</strong>.Format() would be suggested?<br />
<br />
It is recommended and also accepted by the most C# developers using the <i>native</i> types for the most scenarios. This also applies to <strong>int</strong> for example. Developers should prefer using int instead of Int32 for example.<br />
</p>"
"Add an option to configure the usage of system types or built-in types in the ""String.Format"" refactoring","<p><i>Refactor!</i> offers me to use String.Format() instead of <strong>string</strong>.Format(). Where can I configure it so that <strong>string</strong>.Format() would be suggested?<br />
<br />
It is recommended and also accepted by the most C# developers using the <i>native</i> types for the most scenarios. This also applies to <strong>int</strong> for example. Developers should prefer using int instead of Int32 for example.<br />
</p>"
Add event to view to cancel navigation when there are unsaved changes,"I have a global event handler for app.on(Navigate). Is it possible to add another event that is specific to a view which intercepts the navigation and can cancel it, for example if there are unsaved changes? I can hook something up to the app level navigate handler, but it will be ugly and break my modularity.<br><br>My views have an IsDirty property that  indicates if they have unsaved information. I want to prevent navigation if isDirty=true. Something like this;<br><code lang=""js"">    function viewNavigating(e) {
        if (isDirty || isLotItpDirty) 
        DevExpress.ui.dialog.confirm(""Do you want to go back and save your changes first?"", ""Unsaved changes."").then(function (result) {
            if (result) e.cancel=true;
        });
    }</code><br> "
Add handler strange behavior when calling the Search method,"Morning,<br><br>I have something strange behavior with the&nbsp; addhandler serachprovider.<br>when i use this routine with a text and a simple button<br>
<code lang=""vb"">&nbsp;Private Sub SimpleButton1_Click(sender As Object, e As EventArgs) Handles SimpleButton1.Click
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; MemoEdit1.Text = """"
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; zprovider.Search(TextBox1.Text)
&nbsp;&nbsp;&nbsp; End Sub
it jumps nicely in the 

Private Sub OnSearchCompleted(ByVal sender As Object, ByVal e As BingSearchCompletedEventArgs)</code>
<br><br>however when i use it in a for next loop it never gets there i set some stop markers in the sub OnSearchCompleted<br>.<br>what do i overlook. my code is attached.<br><br>kind regards <br><br>marinus<br><br><br><br><br><br>"
Add handler strange behavior when calling the Search method,"Morning,<br><br>I have something strange behavior with the&nbsp; addhandler serachprovider.<br>when i use this routine with a text and a simple button<br>&nbsp;Private Sub SimpleButton1_Click(sender As Object, e As EventArgs) Handles SimpleButton1.Click<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; MemoEdit1.Text = """"<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; zprovider.Search(TextBox1.Text)<br>&nbsp;&nbsp;&nbsp; End Sub<br> it jumps nicely in the <br><br>Private Sub OnSearchCompleted(ByVal sender As Object, ByVal e As BingSearchCompletedEventArgs)<br><br>however when i use it in a for next loop it never gets there i set some stop markers in the sub OnSearchCompleted<br>.<br>what do i overlook. my code is attached.<br><br>kind regards <br><br>marinus<br><br><br><br><br><br>"
Add OpenStreetMap search functionality,<p>How can i find some addresse using openStreetMap. May be i should use BingSearchDataProvider ?</p>
Add the Avery label 8126 White Internet Shipping Labels to the Report Wizard,"<p>Hello.<br />
<br />
I am trying to use the Report Wizard within Visual Studio to create a label report and I cannot find the Avery label template that I am looking for in the Product Number drop down list. The Avery template that I am looking for is 8126 White Internet Shipping Labels.</p>"
Add the capability for end-users to write scripts in the Designer for event handlers,"<p>Hi ALL,<br />
 <br />
   First of all congrats for new stuff in 13.2x. We are facing the need of put custom code depending of events triggered by user actions during the dasboard manipulation. That is very similar to existing feature in Report Designer (I guess VBA or something similiar). I ´ve seen the launch of some events related to masterfilter in 13.2, but the major point here is the ability to put custom code without VS deployment, only by Dashboard Designer.<br />
<br />
Many thank in advance<br />
<br />
Luciano Borges<br />
media-core Technologies</p>"
Add the capability to adjust padding between the MapCustomElement image and text items,"<p>Hi!<br />
How to reduce the distance between the icon and text in MapCustomElement?<br />
</p>"
